trial,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
431,"0.2154,0.3600,0.2165,0.0463,0.0816,0.0075,0.0428,0.0116,0.0043,0.0141",0.4256718888632244,0.25751605370694686,0.6446293053123175,5.913018096906013,19979,13704
336,"0.2183,0.0134,0.0339,0.3058,0.0171,0.1259,0.0305,0.1773,0.0570,0.0208",0.42566897757723143,0.256713368359603,0.6439725627553999,5.917980151780502,19979,13704
149,"0.1822,0.0779,0.1339,0.0631,0.2105,0.0617,0.0795,0.1176,0.0160,0.0576",0.42564605811977396,0.2555458260361938,0.6452860478692353,5.912872154115587,19979,13704
399,"0.0917,0.0435,0.2175,0.0083,0.1352,0.1096,0.0515,0.2639,0.0258,0.0530",0.4256264627994972,0.2558377116170461,0.6452860478692353,5.912361354349095,19979,13704
160,"0.0145,0.0167,0.2208,0.0184,0.0810,0.2082,0.0320,0.1259,0.1714,0.1110",0.42561327829979695,0.2559106830122592,0.6457238762405137,5.901853473438412,19979,13704
401,"0.1813,0.1436,0.1189,0.1807,0.0621,0.1564,0.0724,0.0062,0.0353,0.0432",0.4256126334784864,0.2574430823117338,0.6439725627553999,5.912507297139522,19979,13704
332,"0.0690,0.0450,0.1444,0.0021,0.0337,0.3592,0.0058,0.2732,0.0039,0.0638",0.4256026234609335,0.2571511967308815,0.6444103911266783,5.908858727378868,19979,13704
103,"0.2121,0.1562,0.1375,0.2408,0.0121,0.0220,0.1029,0.0172,0.0770,0.0222",0.42560116944284077,0.25634851138353765,0.6447022767075307,5.913237011091652,19979,13704
486,"0.1295,0.0499,0.0117,0.0140,0.0855,0.2897,0.0175,0.2323,0.0656,0.1043",0.4255958280751859,0.2570052539404553,0.6441185055458261,5.910026269702277,19979,13704
461,"0.1202,0.1302,0.1497,0.0199,0.0070,0.1126,0.0423,0.1235,0.1043,0.1902",0.4255830879516383,0.25569176882662,0.6457238762405137,5.907983070636311,19979,13704
161,"0.2408,0.0091,0.0497,0.0055,0.1291,0.2457,0.0607,0.1349,0.0441,0.0804",0.4255805138367932,0.2568593111500292,0.6441185055458261,5.913091068301226,19979,13704
